date_time	year	month	day	hour	country	site_name	lat	lon	sea_level	qc_flag	use_flag	file_name
2019-01-01T00:00:00Z	2019	1	1	0	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.69	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T01:00:00Z	2019	1	1	1	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.64	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T02:00:00Z	2019	1	1	2	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.54	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T03:00:00Z	2019	1	1	3	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.38	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T04:00:00Z	2019	1	1	4	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.23	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T05:00:00Z	2019	1	1	5	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.12	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T06:00:00Z	2019	1	1	6	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.06	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T07:00:00Z	2019	1	1	7	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.05	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T08:00:00Z	2019	1	1	8	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.12	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T09:00:00Z	2019	1	1	9	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.25	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T10:00:00Z	2019	1	1	10	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.42	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T11:00:00Z	2019	1	1	11	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.59	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T12:00:00Z	2019	1	1	12	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.74	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T13:00:00Z	2019	1	1	13	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.83	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T14:00:00Z	2019	1	1	14	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.85	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T15:00:00Z	2019	1	1	15	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.81	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T16:00:00Z	2019	1	1	16	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.74	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T17:00:00Z	2019	1	1	17	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.68	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T18:00:00Z	2019	1	1	18	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.63	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T19:00:00Z	2019	1	1	19	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.63	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
2019-01-01T20:00:00Z	2019	1	1	20	ATA	Syowa_Station_Antarctica	-69.00778333	39.57028333	2.65	1	1	syowa_station_antarctica-hd50-ata-jodc_jcg
