"date_time","year","month","day","hour","country","site_name","lat","lon","sea_level","qc_flag","use_flag","file_name"
2019-01-06 11:50:00.000000+0000,2019,1,6,11,"IRL","Rosslare",52.2546,-6.334861,-0.823,0,1,"rosslare-ros-irl-mi_c"
2019-01-06 16:10:00.000000+0000,2019,1,6,16,"IRL","Rosslare",52.2546,-6.334861,0.087,0,1,"rosslare-ros-irl-mi_c"
2019-01-06 17:20:00.000000+0000,2019,1,6,17,"IRL","Rosslare",52.2546,-6.334861,0.349,0,1,"rosslare-ros-irl-mi_c"
2019-01-06 18:05:00.000000+0000,2019,1,6,18,"IRL","Rosslare",52.2546,-6.334861,0.448,0,1,"rosslare-ros-irl-mi_c"
2019-01-06 22:40:00.000000+0000,2019,1,6,22,"IRL","Rosslare",52.2546,-6.334861,-0.758,0,1,"rosslare-ros-irl-mi_c"
2019-01-06 22:55:00.000000+0000,2019,1,6,22,"IRL","Rosslare",52.2546,-6.334861,-0.826,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 02:25:00.000000+0000,2019,1,7,2,"IRL","Rosslare",52.2546,-6.334861,-0.526,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 03:40:00.000000+0000,2019,1,7,3,"IRL","Rosslare",52.2546,-6.334861,-0.072,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 05:00:00.000000+0000,2019,1,7,5,"IRL","Rosslare",52.2546,-6.334861,0.338,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 06:15:00.000000+0000,2019,1,7,6,"IRL","Rosslare",52.2546,-6.334861,0.569,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 06:30:00.000000+0000,2019,1,7,6,"IRL","Rosslare",52.2546,-6.334861,0.578,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 08:10:00.000000+0000,2019,1,7,8,"IRL","Rosslare",52.2546,-6.334861,0.467,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 09:00:00.000000+0000,2019,1,7,9,"IRL","Rosslare",52.2546,-6.334861,0.226,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 14:05:00.000000+0000,2019,1,7,14,"IRL","Rosslare",52.2546,-6.334861,-0.617,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 14:40:00.000000+0000,2019,1,7,14,"IRL","Rosslare",52.2546,-6.334861,-0.466,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 16:25:00.000000+0000,2019,1,7,16,"IRL","Rosslare",52.2546,-6.334861,0.094,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 18:55:00.000000+0000,2019,1,7,18,"IRL","Rosslare",52.2546,-6.334861,0.629,0,1,"rosslare-ros-irl-mi_c"
2019-01-07 20:40:00.000000+0000,2019,1,7,20,"IRL","Rosslare",52.2546,-6.334861,0.335,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 00:00:00.000000+0000,2019,1,8,0,"IRL","Rosslare",52.2546,-6.334861,-0.921,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 01:05:00.000000+0000,2019,1,8,1,"IRL","Rosslare",52.2546,-6.334861,-0.974,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 01:15:00.000000+0000,2019,1,8,1,"IRL","Rosslare",52.2546,-6.334861,-0.943,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 04:25:00.000000+0000,2019,1,8,4,"IRL","Rosslare",52.2546,-6.334861,-0.11,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 04:50:00.000000+0000,2019,1,8,4,"IRL","Rosslare",52.2546,-6.334861,0.065,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 05:30:00.000000+0000,2019,1,8,5,"IRL","Rosslare",52.2546,-6.334861,0.271,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 06:20:00.000000+0000,2019,1,8,6,"IRL","Rosslare",52.2546,-6.334861,0.432,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 06:40:00.000000+0000,2019,1,8,6,"IRL","Rosslare",52.2546,-6.334861,0.521,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 07:25:00.000000+0000,2019,1,8,7,"IRL","Rosslare",52.2546,-6.334861,0.614,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 08:10:00.000000+0000,2019,1,8,8,"IRL","Rosslare",52.2546,-6.334861,0.576,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 08:20:00.000000+0000,2019,1,8,8,"IRL","Rosslare",52.2546,-6.334861,0.536,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 09:30:00.000000+0000,2019,1,8,9,"IRL","Rosslare",52.2546,-6.334861,0.259,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 09:35:00.000000+0000,2019,1,8,9,"IRL","Rosslare",52.2546,-6.334861,0.185,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 10:50:00.000000+0000,2019,1,8,10,"IRL","Rosslare",52.2546,-6.334861,-0.346,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 11:30:00.000000+0000,2019,1,8,11,"IRL","Rosslare",52.2546,-6.334861,-0.543,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 14:55:00.000000+0000,2019,1,8,14,"IRL","Rosslare",52.2546,-6.334861,-0.575,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 15:00:00.000000+0000,2019,1,8,15,"IRL","Rosslare",52.2546,-6.334861,-0.523,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 17:20:00.000000+0000,2019,1,8,17,"IRL","Rosslare",52.2546,-6.334861,0.184,0,1,"rosslare-ros-irl-mi_c"
2019-01-08 23:05:00.000000+0000,2019,1,8,23,"IRL","Rosslare",52.2546,-6.334861,-0.443,0,1,"rosslare-ros-irl-mi_c"
